longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value_k
-122.13,37.76,26.0,3266.0,491.0,1222.0,533.0,5.37,275.4
-122.12,37.75,33.0,1809.0,261.0,808.0,219.0,6.86,250
-122.12,37.75,28.0,794.0,111.0,329.0,109.0,7.6923,329.8
-122.14,37.75,36.0,690.0,105.0,299.0,109.0,4.0313,195.5
-122.14,37.75,33.0,1334.0,200.0,579.0,202.0,6.8323,255.9
-122.13,37.75,30.0,414.0,54.0,137.0,50.0,4.975,311.1
-122.13,37.75,36.0,768.0,93.0,229.0,93.0,5.3602,330
-122.13,37.74,41.0,4400.0,666.0,1476.0,648.0,5.0,248.9
-122.16,37.75,46.0,954.0,161.0,429.0,154.0,2.925,142.9
-122.15,37.75,40.0,1445.0,256.0,849.0,255.0,3.8913,126.3
-122.15,37.75,44.0,1938.0,399.0,946.0,331.0,3.225,135.8
-122.15,37.74,41.0,856.0,178.0,571.0,191.0,3.1458,130.6
-122.16,37.75,24.0,1790.0,454.0,1137.0,386.0,2.537,107.9
-122.16,37.75,44.0,617.0,131.0,378.0,135.0,2.5568,111.1
-122.15,37.74,43.0,1383.0,275.0,853.0,272.0,3.5083,122
-122.15,37.74,49.0,1325.0,277.0,764.0,282.0,3.3125,118
-122.16,37.75,40.0,1227.0,294.0,928.0,261.0,1.8235,95.2
-122.16,37.75,35.0,667.0,140.0,406.0,133.0,3.8047,94.3
-122.17,37.74,34.0,1223.0,281.0,824.0,280.0,2.2917,92.5
-122.17,37.75,37.0,1379.0,287.0,835.0,259.0,2.4962,91.8
-122.16,37.74,43.0,1534.0,300.0,826.0,295.0,4.0417,109.4
-122.16,37.74,46.0,1029.0,181.0,567.0,211.0,3.4844,129.5
-122.16,37.74,52.0,771.0,147.0,355.0,144.0,4.1458,143.4
-122.16,37.74,47.0,824.0,223.0,533.0,166.0,2.625,98.2
-122.16,37.74,44.0,1097.0,239.0,609.0,215.0,2.0227,103.1
-122.29,37.9,49.0,1283.0,238.0,576.0,236.0,3.3333,276.8
-122.29,37.9,52.0,1604.0,263.0,594.0,286.0,5.338,270.9
-122.29,37.89,52.0,2248.0,422.0,870.0,377.0,3.4732,246.2
-122.3,37.9,38.0,2263.0,522.0,1027.0,509.0,3.5125,224.2
-122.29,37.89,52.0,1571.0,349.0,693.0,326.0,3.1375,229.1
-122.3,37.89,46.0,1520.0,402.0,815.0,375.0,2.8036,211.6
-122.3,37.9,15.0,5083.0,1212.0,2420.0,1146.0,4.5824,256.1
-122.3,37.89,36.0,1077.0,293.0,518.0,276.0,3.0208,206.3
-122.3,37.89,52.0,1248.0,283.0,620.0,275.0,4.0875,221.3
-122.33,37.89,42.0,1342.0,291.0,551.0,266.0,4.5268,207.4
-122.34,37.88,37.0,3061.0,930.0,2556.0,924.0,1.7375,350
-122.29,37.89,52.0,3171.0,698.0,1498.0,696.0,3.1795,218.2
-122.29,37.88,50.0,1211.0,261.0,523.0,227.0,3.8672,216.7
-122.29,37.89,52.0,979.0,175.0,374.0,153.0,5.1675,270.6
-122.29,37.89,52.0,2269.0,380.0,1004.0,371.0,5.1696,261.4
-122.28,37.88,52.0,1844.0,332.0,769.0,334.0,4.2614,261.3
-122.29,37.89,52.0,2178.0,421.0,940.0,423.0,5.0551,232.2
-122.27,37.9,42.0,1650.0,274.0,645.0,256.0,5.6228,375.4
-122.26,37.9,52.0,1927.0,279.0,705.0,288.0,7.8864,357.3
-122.27,37.9,52.0,2079.0,273.0,684.0,275.0,7.9556,374.4
-122.27,37.9,52.0,1803.0,240.0,572.0,236.0,6.174,358.8
-122.27,37.9,52.0,2041.0,270.0,671.0,253.0,6.9414,417.5
-122.27,37.89,52.0,3046.0,373.0,975.0,365.0,8.8342,430.5
-122.28,37.9,52.0,2318.0,328.0,779.0,312.0,7.1754,362.9
-122.28,37.9,52.0,2003.0,250.0,658.0,244.0,10.0825,397
-122.28,37.9,52.0,2261.0,328.0,819.0,335.0,4.9083,346.8
-122.28,37.89,52.0,1225.0,169.0,412.0,168.0,5.7912,327.1
-122.28,37.89,52.0,2315.0,408.0,835.0,369.0,4.5893,290.1
-122.28,37.89,52.0,2070.0,329.0,722.0,306.0,5.4171,292
-122.28,37.89,52.0,2616.0,473.0,1085.0,487.0,4.125,270.9
-122.27,37.89,52.0,2640.0,366.0,973.0,355.0,7.266,371.1
-122.27,37.89,52.0,1978.0,293.0,723.0,272.0,5.3989,335.6
-122.26,37.9,37.0,2220.0,335.0,903.0,362.0,7.8336,371.3
-122.25,37.89,41.0,1125.0,195.0,356.0,181.0,6.1593,344
-122.26,37.89,52.0,3078.0,494.0,1005.0,462.0,6.381,342.2
-122.26,37.89,52.0,3706.0,531.0,1205.0,504.0,6.6828,370.9
-122.25,37.89,37.0,3000.0,457.0,987.0,450.0,7.5385,350
-122.25,37.89,42.0,2863.0,460.0,1031.0,448.0,6.7138,368.6
-122.26,37.88,52.0,2551.0,417.0,894.0,404.0,6.2425,391.8
-122.26,37.88,52.0,2255.0,410.0,823.0,377.0,5.7979,415.3
-122.27,37.88,52.0,3360.0,648.0,1232.0,621.0,4.2813,284.9
-122.27,37.88,52.0,1693.0,391.0,669.0,367.0,3.5417,287.5
-122.27,37.88,44.0,2252.0,592.0,989.0,550.0,3.0132,272.9
-122.28,37.88,52.0,2495.0,491.0,1058.0,464.0,4.1429,259.6
-122.28,37.88,52.0,1193.0,200.0,506.0,207.0,4.1912,254.5
-122.28,37.88,52.0,1172.0,215.0,489.0,218.0,3.9167,235.6
-122.29,37.88,52.0,2159.0,424.0,824.0,388.0,3.8897,218.4
-122.29,37.88,48.0,2365.0,490.0,1034.0,475.0,3.1065,229.2
-122.29,37.88,46.0,1895.0,442.0,920.0,425.0,2.9926,192.1
-122.29,37.88,52.0,1650.0,395.0,841.0,380.0,3.556,179.3
-122.3,37.88,45.0,453.0,146.0,749.0,137.0,1.475,187.5
-122.3,37.88,52.0,409.0,97.0,208.0,98.0,1.6971,138.8
-122.3,37.87,10.0,503.0,118.0,228.0,100.0,2.1705,150
-122.3,37.86,50.0,499.0,127.0,287.0,128.0,2.75,140.6
-122.29,37.85,52.0,477.0,119.0,218.0,106.0,2.5682,120
-122.3,37.88,46.0,1647.0,376.0,854.0,355.0,2.9,144.8
-122.3,37.87,52.0,3123.0,749.0,1695.0,684.0,2.2208,144.8
-122.28,37.88,52.0,957.0,188.0,403.0,172.0,3.2344,245.5
-122.28,37.87,52.0,589.0,132.0,288.0,131.0,3.5156,200
-122.28,37.87,49.0,2026.0,548.0,963.0,521.0,1.9805,173.7
-122.29,37.87,50.0,1829.0,536.0,1129.0,516.0,2.6684,185.6
-122.29,37.87,52.0,895.0,198.0,386.0,204.0,3.875,182.6
-122.28,37.88,52.0,1909.0,416.0,811.0,406.0,3.006,227.9
-122.28,37.87,46.0,3022.0,696.0,1293.0,675.0,2.543,220.7
-122.28,37.87,46.0,1777.0,446.0,805.0,431.0,2.8676,212
-122.27,37.88,52.0,2803.0,930.0,1372.0,876.0,2.1907,271.4
-122.27,37.87,30.0,1465.0,439.0,862.0,425.0,1.7778,268.8
-122.27,37.88,37.0,2619.0,682.0,1152.0,616.0,2.52,277.8
-122.26,37.88,52.0,1149.0,255.0,483.0,249.0,4.2788,332.5
-122.26,37.88,52.0,2363.0,604.0,1558.0,573.0,2.944,338.9
-122.26,37.88,52.0,2604.0,837.0,1798.0,769.0,1.725,287.5
-122.25,37.87,41.0,685.0,141.0,266.0,123.0,5.2289,384.6
-122.25,37.87,42.0,1756.0,465.0,2184.0,422.0,2.5562,371.4
-122.25,37.87,52.0,1204.0,460.0,2016.0,477.0,0.949,350
-122.25,37.87,52.0,609.0,236.0,1349.0,250.0,1.1696,500.001
-122.26,37.87,52.0,1087.0,371.0,3337.0,350.0,1.4012,175
-122.26,37.87,52.0,2773.0,998.0,1721.0,949.0,1.1859,241.7
-122.27,37.87,35.0,3218.0,1108.0,1675.0,1000.0,1.7464,216.7
-122.27,37.87,49.0,1350.0,368.0,707.0,350.0,2.8846,211.3
-122.27,37.87,52.0,3084.0,698.0,1424.0,694.0,2.7372,210.2
-122.28,37.86,52.0,938.0,195.0,393.0,189.0,3.8594,196.4
-122.28,37.87,52.0,1813.0,353.0,828.0,339.0,3.5625,191.7
-122.28,37.87,52.0,1233.0,300.0,571.0,292.0,2.2788,182.3
-122.29,37.87,44.0,2539.0,755.0,1382.0,713.0,2.537,175
-122.29,37.87,46.0,1267.0,324.0,792.0,321.0,2.525,165.9
-122.29,37.86,52.0,1665.0,404.0,815.0,372.0,1.9946,156.9
-122.28,37.86,52.0,1659.0,367.0,788.0,346.0,2.8214,164.3
-122.29,37.87,52.0,2225.0,460.0,1145.0,430.0,2.6165,150
-122.29,37.86,50.0,2485.0,607.0,1354.0,563.0,1.9483,150.5
-122.28,37.86,52.0,2031.0,450.0,958.0,445.0,1.9327,169.9
-122.28,37.86,49.0,2932.0,668.0,1361.0,608.0,1.9798,147.4
-122.28,37.85,52.0,2246.0,472.0,1005.0,449.0,2.4167,152.7
-122.27,37.86,49.0,2052.0,435.0,924.0,414.0,2.5417,182.7
-122.28,37.86,52.0,1999.0,417.0,780.0,358.0,3.3906,179.3
-122.28,37.86,52.0,3007.0,691.0,1582.0,636.0,2.5652,157.7
-122.28,37.86,41.0,2214.0,550.0,1213.0,568.0,2.2845,153.1
-122.27,37.86,52.0,1088.0,305.0,486.0,267.0,2.6071,250
-122.27,37.86,52.0,834.0,186.0,494.0,175.0,3.15,206.3
-122.27,37.86,52.0,1769.0,372.0,849.0,365.0,2.6914,218.8
-122.27,37.86,52.0,2307.0,583.0,1127.0,548.0,1.8447,198.2
-122.26,37.86,35.0,5161.0,1744.0,3276.0,1742.0,1.6307,253.6
-122.26,37.86,52.0,3497.0,832.0,1493.0,794.0,2.9044,257.4
-122.26,37.86,52.0,3774.0,744.0,1461.0,679.0,2.9405,289.5
-122.26,37.86,52.0,2888.0,604.0,1253.0,538.0,3.3893,241.7
-122.25,37.86,48.0,2153.0,517.0,1656.0,459.0,3.0417,489.6
-122.25,37.86,52.0,1389.0,191.0,514.0,202.0,7.0897,446.2
-122.25,37.86,52.0,1709.0,318.0,719.0,295.0,5.0463,456.3
-122.25,37.86,52.0,1587.0,444.0,878.0,449.0,1.7652,336.8
-122.24,37.86,52.0,1668.0,225.0,517.0,214.0,7.8521,500.001
-122.24,37.85,52.0,3726.0,474.0,1366.0,496.0,9.3959,500.001
-122.25,37.86,52.0,4048.0,663.0,1316.0,590.0,5.3794,376.9
-122.26,37.85,52.0,3618.0,768.0,1508.0,755.0,3.2619,309.6
-122.27,37.85,52.0,4076.0,920.0,1800.0,815.0,2.7054,182.3
-122.27,37.85,47.0,2077.0,400.0,719.0,326.0,2.2431,172.7
-122.27,37.85,50.0,1279.0,300.0,675.0,255.0,1.9028,150.8
-122.27,37.85,52.0,1974.0,426.0,875.0,363.0,1.5817,153.6
-122.27,37.85,52.0,335.0,83.0,152.0,77.0,2.2841,106.3
-122.27,37.85,47.0,1375.0,307.0,843.0,319.0,1.3785,142.3
-122.28,37.85,52.0,610.0,145.0,281.0,132.0,2.9018,119.4
-122.28,37.85,44.0,1025.0,198.0,506.0,204.0,1.73,147.9
-122.28,37.85,48.0,2063.0,484.0,1054.0,466.0,2.2625,132.9
-122.29,37.84,35.0,1872.0,419.0,1017.0,414.0,2.2106,132.5
-122.28,37.83,52.0,3108.0,813.0,1623.0,765.0,2.6997,126.9
-122.3,37.84,14.0,7355.0,2408.0,3100.0,2051.0,4.0018,143.8
-122.23,37.83,52.0,2990.0,379.0,947.0,361.0,7.8772,500.001
-122.22,37.82,39.0,2492.0,310.0,808.0,315.0,11.8603,500.001
-122.22,37.82,42.0,2991.0,335.0,1018.0,335.0,13.499,500.001
-122.23,37.82,52.0,3242.0,366.0,1001.0,352.0,12.2138,500.001
-122.23,37.82,52.0,3051.0,381.0,1005.0,369.0,8.1872,466.1
-122.23,37.82,52.0,3494.0,396.0,1192.0,383.0,12.3804,500.001
-122.24,37.83,52.0,1757.0,246.0,585.0,227.0,5.8948,457.8
-122.24,37.83,52.0,2449.0,312.0,916.0,316.0,8.1194,471.6
-122.23,37.82,52.0,1611.0,203.0,556.0,179.0,8.7477,500.001
-122.24,37.82,52.0,3665.0,517.0,1470.0,520.0,6.155,398.6
-122.25,37.82,52.0,2474.0,403.0,1104.0,398.0,5.883,340.7
-122.23,37.76,52.0,3037.0,516.0,1242.0,518.0,5.2128,289.9
-122.23,37.76,52.0,2269.0,323.0,805.0,321.0,4.7188,335.3
-122.23,37.76,52.0,1316.0,177.0,378.0,162.0,5.2915,333
-122.24,37.77,52.0,1153.0,235.0,481.0,223.0,2.6411,241
-122.23,37.77,52.0,772.0,179.0,409.0,160.0,3.3214,189.6
-122.24,37.77,52.0,1711.0,386.0,885.0,373.0,3.6417,206.3
-122.25,37.77,52.0,2650.0,566.0,1468.0,567.0,3.0161,215.7
-122.25,37.77,52.0,1038.0,220.0,482.0,215.0,3.1771,210.2
-122.25,37.77,52.0,1527.0,320.0,825.0,264.0,3.4531,208.8
-122.25,37.77,52.0,859.0,157.0,429.0,158.0,4.3098,197.9
-122.26,37.78,52.0,970.0,217.0,528.0,208.0,3.3438,201.3
-122.26,37.78,52.0,1045.0,239.0,496.0,216.0,2.9213,190.8
-122.27,37.78,52.0,1408.0,280.0,718.0,265.0,2.6806,207.9
-122.27,37.78,52.0,1222.0,264.0,630.0,265.0,3.7708,215.3
-122.27,37.78,45.0,1169.0,263.0,723.0,286.0,3.9444,212.9
-122.27,37.78,13.0,2020.0,535.0,959.0,486.0,5.2601,292.7
-122.28,37.79,30.0,4145.0,869.0,3668.0,855.0,2.5444,275
-122.3,37.77,42.0,2038.0,368.0,2037.0,355.0,2.6447,200
-122.29,37.78,42.0,1241.0,309.0,821.0,300.0,1.9427,102.2
-122.28,37.77,52.0,1468.0,363.0,870.0,347.0,2.9688,220.8
-122.28,37.77,27.0,3997.0,1073.0,1901.0,966.0,3.75,242.8
-122.29,37.76,18.0,2873.0,763.0,1243.0,663.0,5.1702,265.4
-122.28,37.78,50.0,1487.0,306.0,730.0,327.0,2.5139,219
-122.26,37.77,52.0,1670.0,350.0,793.0,299.0,2.9732,282.1
-122.27,37.77,52.0,2252.0,388.0,1033.0,434.0,5.5337,372
-122.27,37.77,52.0,1731.0,377.0,872.0,363.0,4.1667,225.8
-122.27,37.77,52.0,1710.0,481.0,849.0,457.0,2.7115,220.8
-122.27,37.77,52.0,2388.0,559.0,1121.0,518.0,3.3269,234.5
-122.25,37.77,52.0,2156.0,458.0,872.0,445.0,3.2685,254.2
-122.26,37.77,52.0,1565.0,315.0,637.0,297.0,4.7778,351.8
-122.26,37.77,52.0,1704.0,371.0,663.0,340.0,4.226,275
-122.26,37.77,52.0,1210.0,168.0,411.0,172.0,3.3571,405.4
-122.26,37.77,52.0,2097.0,444.0,915.0,413.0,2.9899,228.1
-122.26,37.77,52.0,1848.0,479.0,921.0,477.0,2.875,234
-122.24,37.77,43.0,955.0,284.0,585.0,266.0,2.3882,162.5
-122.25,37.77,43.0,4329.0,1110.0,2086.0,1053.0,2.975,243.4
-122.23,37.76,52.0,3011.0,542.0,1303.0,535.0,5.1039,273.8
-122.23,37.76,52.0,1049.0,185.0,374.0,176.0,4.1458,248.5
-122.24,37.76,52.0,2504.0,516.0,979.0,472.0,3.4762,244
-122.24,37.76,52.0,1846.0,471.0,827.0,446.0,2.6833,240.9
-122.23,37.76,52.0,1705.0,246.0,658.0,253.0,5.75,306.3
-122.23,37.75,50.0,1542.0,289.0,654.0,268.0,3.9632,240
-122.24,37.75,27.0,4051.0,753.0,1499.0,797.0,4.8711,286.6
-122.24,37.76,52.0,2646.0,581.0,1128.0,522.0,3.0718,266.7
-122.24,37.76,49.0,2428.0,525.0,1110.0,492.0,3.6719,229.8
-122.24,37.76,52.0,2567.0,436.0,1119.0,415.0,4.6094,229.3
-122.24,37.73,21.0,7031.0,1249.0,2930.0,1235.0,4.5213,228.4
-122.25,37.74,25.0,1914.0,365.0,897.0,390.0,4.4562,206.2
-122.24,37.72,5.0,18634.0,2885.0,7427.0,2718.0,7.611,350.7
-122.27,37.73,31.0,5785.0,1379.0,2973.0,1312.0,3.2689,231
-122.25,37.76,52.0,2876.0,648.0,1340.0,632.0,3.567,252.9
-122.27,37.74,28.0,6909.0,1554.0,2974.0,1484.0,3.6875,353.9
-122.27,37.77,23.0,5679.0,1270.0,2690.0,1151.0,4.7695,291.7
-122.28,37.75,20.0,1156.0,365.0,583.0,326.0,3.1972,100
-122.06,37.77,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,341.6
-122.06,37.73,5.0,3596.0,467.0,1738.0,512.0,7.0568,412.5
-122.06,37.71,36.0,3541.0,570.0,1478.0,529.0,4.635,248.6
-122.07,37.71,40.0,1808.0,302.0,746.0,270.0,5.3015,254.9
-122.07,37.71,36.0,2879.0,480.0,1235.0,455.0,4.9801,241.5
-122.07,37.72,26.0,3204.0,477.0,1411.0,484.0,5.4834,295.2
-122.08,37.72,31.0,3866.0,531.0,1368.0,521.0,6.187,340.4
-122.08,37.72,32.0,2476.0,368.0,1048.0,367.0,5.6194,274.7
-122.08,37.71,35.0,2211.0,350.0,1004.0,365.0,5.4639,238.6
-122.09,37.71,35.0,2663.0,387.0,1086.0,367.0,5.1498,266.4
-122.1,37.72,30.0,2599.0,366.0,922.0,350.0,5.8382,330.2
-122.11,37.71,36.0,4569.0,824.0,1950.0,819.0,4.65,206.8
-122.1,37.7,25.0,2973.0,622.0,1413.0,595.0,4.3819,209.2
-122.1,37.69,30.0,3115.0,625.0,1444.0,568.0,3.7222,195.8
-122.09,37.71,31.0,1843.0,282.0,749.0,269.0,5.2855,253.5
-122.09,37.7,31.0,2053.0,336.0,867.0,329.0,4.3375,241.8
-122.1,37.71,27.0,6740.0,1073.0,2723.0,1035.0,5.2131,252.5
-122.09,37.7,30.0,1751.0,269.0,731.0,263.0,6.005,263.9
-122.08,37.71,38.0,1663.0,295.0,781.0,301.0,5.0519,227
-122.08,37.71,38.0,3716.0,657.0,1784.0,652.0,4.8237,220.9
-122.08,37.7,32.0,2718.0,447.0,1156.0,410.0,5.2497,259.3
-122.07,37.7,39.0,1420.0,272.0,645.0,277.0,4.125,232.5
-122.06,37.7,37.0,1893.0,310.0,821.0,315.0,4.6005,231.6
-122.06,37.7,33.0,3906.0,790.0,1912.0,770.0,3.5187,209.4
-122.07,37.7,32.0,3400.0,736.0,1487.0,694.0,3.0,223.2
-122.08,37.7,25.0,3402.0,758.0,1645.0,710.0,3.4934,209.9
-122.09,37.7,33.0,4413.0,1107.0,2239.0,1051.0,2.9861,208.2
-122.07,37.69,29.0,2304.0,618.0,1021.0,552.0,2.5362,203.8
-122.08,37.69,36.0,2350.0,499.0,1105.0,467.0,3.3021,195.7
-122.07,37.69,31.0,5914.0,1309.0,2999.0,1295.0,3.0964,190.5
-122.08,37.69,43.0,1575.0,324.0,740.0,284.0,2.8512,181
-122.08,37.69,42.0,1414.0,274.0,629.0,244.0,3.3478,184.9
-122.08,37.68,37.0,848.0,202.0,314.0,205.0,2.3958,190.8
-122.08,37.68,15.0,3051.0,685.0,1479.0,668.0,3.5295,242.2
-122.09,37.69,20.0,4296.0,817.0,1732.0,800.0,4.8036,188.3
-122.15,37.74,52.0,2898.0,557.0,1338.0,550.0,3.851,183.5
-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,204.2
-122.14,37.73,51.0,2619.0,403.0,922.0,393.0,4.6042,251.9
-122.15,37.74,49.0,1494.0,316.0,611.0,288.0,2.2,187.5
-122.16,37.73,52.0,2260.0,416.0,994.0,412.0,4.1164,198.2
-122.15,37.74,52.0,1394.0,223.0,545.0,230.0,3.95,219
-122.15,37.73,52.0,1028.0,129.0,317.0,143.0,4.9135,275
-122.15,37.73,45.0,3758.0,819.0,1573.0,736.0,2.8355,245.4
-122.17,37.73,46.0,2163.0,470.0,925.0,435.0,3.25,177.5
-122.16,37.73,49.0,1699.0,408.0,768.0,385.0,2.8301,171.6
-122.17,37.73,52.0,1555.0,289.0,620.0,292.0,3.7159,183.3
-122.16,37.73,52.0,1114.0,206.0,425.0,207.0,2.5625,175
-122.18,37.72,45.0,1498.0,313.0,1003.0,305.0,3.8047,156.7
-122.18,37.71,45.0,726.0,147.0,519.0,135.0,3.375,157.5
-122.17,37.71,38.0,890.0,200.0,481.0,198.0,3.244,179.8
-122.18,37.7,36.0,2639.0,533.0,1209.0,519.0,4.0268,205.5
-122.18,37.7,35.0,2562.0,554.0,1398.0,525.0,3.3906,178.9
-122.19,37.71,36.0,361.0,69.0,158.0,58.0,5.5461,262.5
-122.17,37.72,42.0,3008.0,659.0,1817.0,664.0,3.371,165
-122.17,37.72,46.0,1369.0,284.0,766.0,289.0,3.5313,159.7
-122.17,37.72,5.0,1692.0,398.0,814.0,328.0,3.663,158.3
-122.16,37.72,38.0,1007.0,245.0,618.0,239.0,2.875,144.8
-122.17,37.72,43.0,3783.0,814.0,2139.0,789.0,4.0202,166.3
-122.16,37.71,37.0,1507.0,242.0,632.0,253.0,4.5553,191
-122.16,37.71,36.0,666.0,132.0,366.0,134.0,3.4643,175
-122.16,37.72,10.0,2229.0,601.0,877.0,485.0,3.3431,137.5
-122.15,37.73,28.0,2215.0,587.0,830.0,573.0,2.1898,141.7
-122.15,37.72,31.0,1616.0,372.0,739.0,379.0,2.9097,210.9
-122.15,37.72,47.0,1190.0,251.0,540.0,266.0,3.375,198.3
-122.15,37.72,29.0,4169.0,1047.0,2024.0,962.0,2.8125,157.4
-122.14,37.73,52.0,2024.0,320.0,823.0,334.0,5.0,264.7
-122.14,37.73,38.0,1723.0,394.0,711.0,353.0,3.0673,218.4
-122.14,37.73,43.0,2264.0,390.0,931.0,368.0,3.8125,235.1
-122.13,37.73,33.0,1996.0,268.0,686.0,270.0,6.9096,341.8
-122.13,37.72,26.0,2862.0,394.0,1030.0,397.0,7.912,367.3
-122.13,37.72,35.0,2183.0,383.0,976.0,392.0,3.8393,243.5
-122.12,37.71,35.0,1037.0,207.0,552.0,210.0,4.0,167.9
-122.13,37.72,25.0,1134.0,153.0,340.0,171.0,6.5095,371.2
-122.14,37.72,39.0,786.0,132.0,288.0,132.0,3.5156,218.9
-122.14,37.72,45.0,1397.0,253.0,555.0,248.0,2.983,202.7
-122.13,37.72,45.0,2315.0,451.0,1006.0,444.0,3.524,186.2
-122.13,37.71,44.0,1613.0,339.0,776.0,346.0,3.1103,188.9
-122.13,37.71,44.0,1421.0,298.0,609.0,270.0,3.5781,180
-122.15,37.71,18.0,5778.0,1526.0,2441.0,1352.0,3.1682,202.7
-122.14,37.71,27.0,3094.0,866.0,1364.0,789.0,2.6101,181.7
-122.14,37.71,18.0,3905.0,1007.0,2197.0,1044.0,3.6932,166.8
-122.13,37.7,43.0,3046.0,557.0,1333.0,544.0,3.4583,183.7
-122.13,37.7,19.0,3516.0,710.0,1810.0,703.0,3.9032,218
-122.15,37.71,36.0,998.0,178.0,531.0,183.0,4.0208,191.5
-122.15,37.7,36.0,1464.0,244.0,672.0,261.0,3.5547,194.7
-122.14,37.7,17.0,1463.0,292.0,695.0,330.0,4.5859,187.2
-122.13,37.7,21.0,4124.0,1054.0,2162.0,998.0,2.6321,223.1
-122.13,37.69,17.0,2380.0,769.0,1216.0,643.0,3.395,271.3
-122.14,37.7,36.0,1266.0,228.0,606.0,239.0,3.9702,194.1
-122.16,37.7,36.0,2239.0,391.0,1203.0,379.0,5.0043,190.4
-122.14,37.69,38.0,1571.0,317.0,874.0,301.0,4.4659,189.1
-122.15,37.69,38.0,1246.0,221.0,637.0,222.0,3.6625,184.6
-122.15,37.69,36.0,1501.0,287.0,703.0,276.0,3.8864,197.3
-122.15,37.7,36.0,1468.0,252.0,733.0,229.0,3.4583,192.6
-122.16,37.69,36.0,1118.0,219.0,625.0,228.0,3.7813,192.2
-122.16,37.7,36.0,1097.0,208.0,568.0,225.0,2.9917,194.6
-122.16,37.7,36.0,1719.0,303.0,836.0,311.0,4.4375,193.5
-122.17,37.7,24.0,1755.0,365.0,952.0,362.0,4.0,202.6
-122.16,37.68,16.0,1687.0,348.0,568.0,352.0,2.3869,83.3
-122.17,37.69,24.0,2262.0,391.0,1125.0,366.0,4.7609,212.6
-122.18,37.68,5.0,2087.0,407.0,840.0,401.0,5.4858,187.8
-122.16,37.69,36.0,1480.0,278.0,796.0,283.0,4.3971,205.7
-122.15,37.69,36.0,1545.0,273.0,863.0,267.0,4.0109,192.9
-122.15,37.68,35.0,2632.0,447.0,1349.0,486.0,4.3864,205.2
-122.15,37.68,30.0,2261.0,443.0,929.0,383.0,4.2841,213.4
-122.15,37.69,39.0,1670.0,308.0,957.0,335.0,5.1312,183.6
-122.14,37.69,37.0,2141.0,535.0,1093.0,555.0,2.9958,178.4
-122.14,37.68,27.0,3337.0,613.0,1489.0,607.0,3.6364,219.2
-122.14,37.68,31.0,3184.0,716.0,1561.0,628.0,2.7955,183.1
-122.1,37.69,44.0,2341.0,500.0,1256.0,485.0,2.9507,157.1
-122.12,37.69,30.0,1197.0,269.0,695.0,279.0,3.4375,157.8
-122.13,37.69,34.0,1131.0,278.0,560.0,237.0,2.875,161.7
-122.12,37.71,38.0,1164.0,284.0,632.0,289.0,3.0345,152.1
-122.12,37.7,41.0,3495.0,787.0,1849.0,750.0,2.679,144.9
-122.12,37.7,17.0,2488.0,617.0,1287.0,538.0,2.9922,179.9
-122.12,37.69,35.0,2681.0,508.0,1580.0,536.0,4.1042,179.1
-122.12,37.7,19.0,2495.0,635.0,1571.0,579.0,2.5833,159.9
-122.11,37.7,23.0,1689.0,461.0,828.0,443.0,2.1552,161.4
-122.11,37.7,29.0,1298.0,306.0,835.0,338.0,2.3274,170.4
-122.11,37.7,19.0,2693.0,789.0,1765.0,724.0,2.4206,137.5
-122.11,37.69,37.0,2444.0,651.0,1562.0,618.0,2.6464,155.2
-122.11,37.69,42.0,1472.0,310.0,768.0,309.0,3.4643,160.9
-122.12,37.69,10.0,2227.0,560.0,1140.0,472.0,2.3973,167.3
-122.03,37.69,20.0,200.0,25.0,83.0,31.0,6.5,340
-121.97,37.64,32.0,1283.0,194.0,485.0,171.0,6.0574,431
-122.02,37.63,6.0,2445.0,590.0,1189.0,573.0,3.8958,301.1
-122.04,37.63,21.0,1307.0,236.0,586.0,249.0,4.7813,241.9
-122.05,37.63,5.0,3785.0,936.0,2240.0,792.0,3.2829,162.5
-122.04,37.66,10.0,2031.0,357.0,867.0,352.0,5.3169,299.2
-122.04,37.65,10.0,8299.0,1326.0,3827.0,1288.0,6.2579,315.5
-122.05,37.68,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,216.8
-122.07,37.68,36.0,1815.0,426.0,1280.0,431.0,3.25,218.1
-122.06,37.68,30.0,5367.0,1207.0,2667.0,1047.0,3.1796,170.3
-122.08,37.68,26.0,1167.0,370.0,253.0,137.0,2.4196,275
-122.08,37.68,26.0,2607.0,682.0,1401.0,607.0,2.6563,184.1
-122.08,37.67,29.0,493.0,168.0,233.0,152.0,0.9637,160
-122.09,37.67,48.0,1252.0,305.0,673.0,308.0,2.3357,175
-122.09,37.68,41.0,1382.0,353.0,704.0,314.0,3.5114,197.5
-122.09,37.69,43.0,500.0,110.0,273.0,120.0,3.3125,150
-122.09,37.68,29.0,2333.0,538.0,1120.0,540.0,2.4042,205.6
-122.09,37.68,41.0,1834.0,463.0,1105.0,467.0,2.8322,170.3
-122.09,37.68,43.0,1415.0,348.0,569.0,293.0,2.5156,190.9
-122.1,37.68,37.0,1352.0,342.0,691.0,324.0,3.4032,196.9
-122.1,37.68,37.0,2116.0,503.0,1109.0,448.0,2.535,174
